spelling,IPA,pronunciation
slush,slʌʃ,sl^S
slushy,slʌʃi,sl^Si
sly,slaɪ,sl5
smack,smæk,sm@k
small,smɔl,smcl
smallness,smɔlnəs,smclnes
smart,smɑrt,smart
smartness,smɑrtnɪs,smartn1s
smarty,smɑrti,smarti
smash,smæʃ,sm@S
smear,smɪr,sm1r
smell,smɛl,smEl
smelling,smɛlɪŋ,smEl1N
smells,smɛlz,smElz
smelly,smɛli,smEli
smelt,smɛlt,smElt
smile,smaɪl,sm5l
smiled,smaɪld,sm5ld
smiles,smaɪlz,sm5lz
smiley,smaɪli,sm5li
smiling,smaɪlɪŋ,sm5l1N
smirk,smɚrk,sm3rk
smith,smɪθ,sm1T
smithereens,smɪðərinz,sm1Derinz
smock,smɑk,smak
smog,smɑg,smag
smoke,smoʊk,smok
smoker,smoʊkɚr,smok3r
smokes,smoʊks,smoks
smoking,smoʊkɪŋ,smok1N
smoky,smoʊki,smoki
smooch,smutʃ,smuC
smooches,smutʃɪz,smuC1z
smooth,smuð,smuD
smoothness,smuðnəs,smuDnes
smorgasbord,smɔrgəsbɔrd,smcrgesbcrd
smother,smʌðɚr,sm^D3r
smudge,smʌdʒ,sm^G
smug,smʌg,sm^g
snack,snæk,sn@k
snag,snæg,sn@g
snail,sneɪl,sn8l
snake,sneɪk,sn8k
snakebite,sneɪkbaɪt,sn8kb5t
snap,snæp,sn@p
snapped,snæpt,sn@pt
snare,snɛr,snEr
snatch,snætʃ,sn@C
sneak,snik,snik
sneaker,snikɚr,snik3r
sneaky,sniki,sniki
sneer,snɪr,sn1r
sneeze,sniz,sniz
sneezer,snizɚr,sniz3r
sniff,snɪf,sn1f
sniffle,snɪfəl,sn1fel
snip,snɪp,sn1p
snob,snɑb,snab
snoop,snup,snup
snoopy,snupi,snupi
snoot,snut,snut
snooze,snuz,snuz
snore,snɔr,sncr
snorkel,snɔrkəl,sncrkel
snorkle,snɔrkəl,sncrkel
snort,snɔrt,sncrt
snot,snɔt,snct
snotty,snɔti,sncti
snout,snaʊt,snOt
snow,snoʊ,sno
snowball,snoʊbɔl,snobcl
snowfall,snoʊfɑl,snofal
snowflake,snoʊfleɪk,snofl8k
snowman,snoʊmæn,snom@n
snowstorm,snoʊstɔrm,snostcrm
snowy,snoʊi,snoi
snub,snʌb,sn^b
snuck,snʌk,sn^k
snuff,snʌf,sn^f
snug,snʌg,sn^g
snuggle,snʌgəl,sn^gel
so,soʊ,so
soak,soʊk,sok
soap,soʊp,sop
soapy,soʊpi,sopi
sob,sɑb,sab
sobbing,sɑbɪŋ,sab1N
soccer,sɑkɚr,sak3r
social,soʊʃəl,soSel
society,səsaɪəti,ses5eti
sock,sɑk,sak
socket,sɑkɪt,sak1t
sockless,sɑkləs,sakles
socks,sɑks,saks
sod,sɑd,sad
soda,soʊdə,sode
sodium,soʊdiəm,sodiem
sofa,soʊfə,sofe
soft,sɔft,scft
softball,sɔftbɔl,scftbcl
soften,sɑfən,safen
softly,sɔftli,scftli
softness,sɔftnəs,scftnes
soggy,sɑgi,sagi
soil,sɔɪl,s2l
soils,sɔɪlz,s2lz
sol,sɑl,sal
sol,soʊl,sol
solace,sɑlɪs,sal1s
solar,soʊlɚr,sol3r
sold,soʊld,sold
soldier,soʊldʒɚr,solG3r
soldiers,soʊldʒɚrz,solG3rz
sole,soʊl,sol
solid,sɑləd,saled
soliloquy,səlɪləkwi,sel1lekwi
solo,soʊloʊ,solo
solstice,sɑlstɪs,salst1s
soluble,sɔljubəl,scljubel
solution,səluʃən,seluSen
solve,sɑlv,salv
some,sʌm,s^m
somebody,sʌmbədi,s^mbedi
someday,sʌmdeɪ,s^md8
somehow,sʌmhaʊ,s^mhO
someone,sʌmwʌn,s^mw^n
someplace,sʌmpleɪs,s^mpl8s
somersault,sʌmɚrsɔlt,s^m3rsclt
something,sʌmθɪŋ,s^mT1N
sometime,sʌmtaɪm,s^mt5m
sometimes,sʌmtaɪmz,s^mt5mz
someway,sʌmweɪ,s^mw8
somewhat,sʌmwʌt,s^mw^t
somewhere,sʌmwɛr,s^mwEr
son,sʌn,s^n
sonar,soʊnɑr,sonar
song,sɔŋ,scN
songbook,sɔŋbʊk,scNbUk
songs,sɔŋz,scNz
sonny,sʌni,s^ni
sons,sʌnz,s^nz
soon,sun,sun
sooner,sunɚr,sun3r
soot,sʊt,sUt
sooth,suθ,suT
soothe,suð,suD
sop,sɑp,sap
sophia,soʊfiə,sofie
soprano,səprænoʊ,sepr@no
sorbet,sɔrbeɪ,scrb8
sore,sɔr,scr
sorrel,sɔrəl,screl
sorry,sɑri,sari
sort,sɔrt,scrt
sought,sɔt,sct
soul,soʊl,sol
souls,soʊlz,solz
sound,saʊnd,sOnd
sounded,saʊndɪd,sOnd1d
sounds,saʊndz,sOndz
soup,sup,sup
soupy,supi,supi
sour,saʊɚr,sO3r
sour,saʊr,sOr
source,sɔrs,scrs
souse,saʊs,sOs
south,saʊθ,sOT
southern,sʌðɚrn,s^D3rn
souvenir,suvənɪr,suven1r
sovereign,sɑvrən,savren
sow,saʊ,sO
sow,soʊ,so
sown,soʊn,son
sox,sɑks,saks
soy,sɔɪ,s2
spa,spɑ,spa
space,speɪs,sp8s
spacecraft,speɪskræft,sp8skr@ft
spaceship,speɪsʃɪp,sp8sS1p
spacesuit,speɪssut,sp8ssut
spade,speɪd,sp8d
spades,speɪdz,sp8dz
spaghetti,spəgɛti,spegEti
span,spæn,sp@n
spaniel,spænjəl,sp@njel
spanish,spænɪʃ,sp@n1S
spank,spæŋk,sp@Nk
spanking,spæŋkɪŋ,sp@Nk1N
spare,spɛr,spEr
spark,spɑrk,spark
sparkle,spɑrkəl,sparkel
sparkler,spɑrklɚr,sparkl3r
sparkling,spɑrklɪŋ,sparkl1N
sparkly,spɑrkli,sparkli
sparks,spɑrks,sparks
sparrow,spɛroʊ,spEro
sparse,spɑrs,spars
spat,spæt,sp@t
spate,speɪt,sp8t
spatula,spætʃʊlə,sp@CUle
speak,spik,spik
speaker,spikɚr,spik3r
speaking,spikɪŋ,spik1N
speaks,spiks,spiks
spear,spɪr,sp1r
spearmint,spɪrmɪnt,sp1rm1nt
special,spɛʃəl,spESel
specialist,spɛʃəlɪst,spESel1st
specialty,spɛʃəlti,spESelti
specific,spəsɪfɪk,spes1f1k
specific,spɪsɪfɪk,sp1s1f1k
specimen,spɛsəmən,spEsemen
speck,spɛk,spEk
spectacular,spɛktækjulɚr,spEkt@kjul3r
sped,spɛd,spEd
speech,spitʃ,spiC
speeches,spitʃəz,spiCez
speeches,spitʃɪz,spiC1z
speed,spid,spid
speedboat,spidboʊt,spidbot
speeding,spidɪŋ,spid1N
speedy,spidi,spidi
spell,spɛl,spEl
spelled,spɛld,spEld
speller,spɛlɚr,spEl3r
spelling,spɛlɪŋ,spEl1N
spells,spɛlz,spElz
spend,spɛnd,spEnd
spending,spɛndɪŋ,spEnd1N
spends,spɛndz,spEndz
spent,spɛnt,spEnt
sperm,spɚrm,sp3rm
sphere,sfɪr,sf1r
spheres,sfɪrz,sf1rz
sphinx,sfɪŋks,sf1Nks
spice,spaɪs,sp5s
spices,spaɪsəz,sp5sez
spices,spaɪsɪz,sp5s1z
spicy,spaɪsi,sp5si
spider,spaɪdɚr,sp5d3r
spike,spaɪk,sp5k
spiky,spaɪki,sp5ki
spill,spɪl,sp1l
spilled,spɪld,sp1ld
spilt,spɪlt,sp1lt
spin,spɪn,sp1n
spinach,spɪnətʃ,sp1neC
spine,spaɪn,sp5n
spinningwheel,spɪnɪŋwil,sp1n1Nwil
spire,spaɪr,sp5r
spirit,spɪrət,sp1ret
spirits,spɪrɪts,sp1r1ts
spiritual,spɪrɪtʃuəl,sp1r1Cuel
spit,spɪt,sp1t
spite,spaɪt,sp5t
splash,splæʃ,spl@S
splashy,splæʃi,spl@Si
splat,splæt,spl@t
splatter,splætɚr,spl@t3r
spleen,splin,splin
splendid,splɛndɪd,splEnd1d
splice,splaɪs,spl5s
splint,splɪnt,spl1nt
splinter,splɪntɚr,spl1nt3r
split,splɪt,spl1t
splurge,splɚrdʒ,spl3rG
spoil,spɔɪl,sp2l
spoke,spoʊk,spok
spoken,spoʊkən,spoken
sponge,spʌndʒ,sp^nG
sponsor,spɑnsɚr,spans3r
spoof,spuf,spuf
spook,spuk,spuk
spooky,spuki,spuki
spool,spul,spul
spoon,spun,spun
spoonful,spunfʊl,spunfUl
sport,spɔrt,spcrt
sports,spɔrts,spcrts
sporty,spɔrti,spcrti
spot,spɑt,spat
spotless,spɑtləs,spatles
spotlight,spɑtlaɪt,spatl5t
spotty,spɑti,spati
spouse,spaʊs,spOs
spout,spaʊt,spOt
sprain,spreɪn,spr8n
sprang,spræŋ,spr@N
sprawl,sprɔl,sprcl
spray,spreɪ,spr8
spread,sprɛd,sprEd
spree,spri,spri
sprig,sprɪg,spr1g
spring,sprɪŋ,spr1N
springtime,sprɪŋtaɪm,spr1Nt5m
sprinkle,sprɪŋkəl,spr1Nkel
sprinkler,sprɪŋklɚr,spr1Nkl3r
sprint,sprɪnt,spr1nt
sprite,spraɪt,spr5t
sprout,spraʊt,sprOt
spruce,sprus,sprus
sprung,sprʌŋ,spr^N
spun,spʌn,sp^n
spur,spɚr,sp3r
spurt,spɚrt,sp3rt
spy,spaɪ,sp5
spying,spaɪɪŋ,sp51N
squad,skwɑd,skwad
squall,skwɔl,skwcl
square,skwɛr,skwEr
squash,skwɔʃ,skwcS
squat,skwɑt,skwat
squaw,skwɔ,skwc
squawk,skwɔk,skwck
squeak,skwik,skwik
squeaky,skwiki,skwiki
squeal,skwil,skwil
squeeze,skwiz,skwiz
squid,skwɪd,skw1d
squiggle,skwɪgəl,skw1gel
squiggly,skwɪgli,skw1gli
squint,skwɪnt,skw1nt
squire,skwaɪr,skw5r
squirm,skwɚrm,skw3rm
squirmy,skwɚrmi,skw3rmi
squirrel,skwɚrəl,skw3rel
squirt,skwɚrt,skw3rt
squish,skwɪʃ,skw1S
squishier,skwɪʃiɚr,skw1Si3r
squishy,skwɪʃi,skw1Si
stab,stæb,st@b
stable,steɪbəl,st8bel
stack,stæk,st@k
stadium,steɪdiəm,st8diem
staff,stæf,st@f
stag,stæg,st@g
stage,steɪdʒ,st8G
staid,steɪd,st8d
stain,steɪn,st8n
stair,stɛr,stEr
staircase,stɛrkeɪs,stErk8s
stairs,stɛrz,stErz
stairway,stɛrweɪ,stErw8
stake,steɪk,st8k
stakes,steɪks,st8ks
stalagmite,stəlægmaɪt,stel@gm5t
stale,steɪl,st8l
stalk,stɔk,stck
stalking,stɔkɪŋ,stck1N
stall,stɔl,stcl
stamp,stæmp,st@mp
stamps,stæmps,st@mps
stance,stæns,st@ns
stanch,stæntʃ,st@nC
stand,stænd,st@nd
standard,stændɚrd,st@nd3rd
standing,stændɪŋ,st@nd1N
stands,stændz,st@ndz
standup,stændʌp,st@nd^p
stanford,stænfɚrd,st@nf3rd
stank,stæŋk,st@Nk
stanley,stænli,st@nli
staple,steɪpəl,st8pel
stapler,steɪplɚr,st8pl3r
star,stɑr,star
starboard,stɑrbɔrd,starbcrd
starch,stɑrtʃ,starC
stare,stɛr,stEr
starfish,stɑrfɪʃ,starf1S
staring,stɛrɪŋ,stEr1N
stark,stɑrk,stark
starlight,stɑrlaɪt,starl5t
starry,stɑri,stari
stars,stɑrz,starz
start,stɑrt,start
started,stɑrtəd,started
starter,stɑrtɚr,start3r
starting,stɑrtɪŋ,start1N
starts,stɑrts,starts
starve,stɑrv,starv
starved,stɑrvd,starvd
starving,stɑrvɪŋ,starv1N
stash,stæʃ,st@S
state,steɪt,st8t
statement,steɪtmənt,st8tment
statements,steɪtmənts,st8tments
states,steɪts,st8ts
static,stætɪk,st@t1k
station,steɪʃən,st8Sen
stationary,steɪʃənɛri,st8SenEri
statue,stætʃu,st@Cu
status,stætəs,st@tes
status,steɪtəs,st8tes
staunch,stɔntʃ,stcnC
stave,steɪv,st8v
stay,steɪ,st8
stayed,steɪd,st8d
staying,steɪɪŋ,st81N
stays,steɪz,st8z
stead,stɛd,stEd
steady,stɛdi,stEdi
steak,steɪk,st8k
steal,stil,stil
stealing,stilɪŋ,stil1N
stealth,stɛlθ,stElT
steam,stim,stim
steamship,stimʃɪp,stimS1p
steed,stid,stid
steel,stil,stil
steep,stip,stip
steeple,stipəl,stipel
steer,stɪr,st1r
steering,stɪrɪŋ,st1r1N
stein,staɪn,st5n
stem,stɛm,stEm
stench,stɛntʃ,stEnC
stencil,stɛnsəl,stEnsel
step,stɛp,stEp
stepmother,stɛpmʌðɚr,stEpm^D3r
steps,stɛps,stEps
stereo,stɛrioʊ,stErio
sterile,stɛrəl,stErel
stern,stɚrn,st3rn
stethoscope,stɛθəskoʊp,stETeskop
steve,stiv,stiv
steven,stivən,stiven
stew,stu,stu
stewart,stuɚrt,stu3rt
stick,stɪk,st1k
sticker,stɪkɚr,st1k3r
stickiness,stɪkinəs,st1kines
sticking,stɪkɪŋ,st1k1N
stickman,stɪkmæn,st1km@n
sticky,stɪki,st1ki
stiff,stɪf,st1f
stigma,stɪgmə,st1gme
stiletto,stəlɛtoʊ,stelEto
still,stɪl,st1l
stilt,stɪlt,st1lt
sting,stɪŋ,st1N
stinging,stɪŋɪŋ,st1N1N
stingy,stɪndʒi,st1nGi
stink,stɪŋk,st1Nk
stinker,stɪŋkɚr,st1Nk3r
stinky,stɪŋki,st1Nki
stint,stɪnt,st1nt
stir,stɚr,st3r
stitch,stɪtʃ,st1C
stitches,stɪtʃɪz,st1C1z
stock,stɑk,stak
stocking,stɑkɪŋ,stak1N
stockings,stɑkɪŋz,stak1Nz
stole,stoʊl,stol
stolen,stoʊlən,stolen
stomach,stʌmək,st^mek
stomachache,stʌməkeɪk,st^mek8k
stomp,stɑmp,stamp
stone,stoʊn,ston
stoned,stoʊnd,stond
stood,stʊd,stUd
stool,stul,stul
stoop,stup,stup
stop,stɑp,stap
stoplight,stɑplaɪt,stapl5t
stopped,stɑpt,stapt
stopper,stɑpɚr,stap3r
stopping,stɑpɪŋ,stap1N
stops,stɑps,staps
storage,stɔrədʒ,stcreG
storage,stɔrɪdʒ,stcr1G
store,stɔr,stcr
stories,stɔriz,stcriz
stork,stɔrk,stcrk
storm,stɔrm,stcrm
stormy,stɔrmi,stcrmi
story,stɔri,stcri
storybook,stɔribʊk,stcribUk
storyteller,stɔritɛlɚr,stcritEl3r
storytelling,stɔritɛlɪŋ,stcritEl1N
stout,staʊt,stOt
stove,stoʊv,stov
stow,stoʊ,sto
strafe,streɪf,str8f
straight,streɪt,str8t
straighten,streɪtən,str8ten
strain,streɪn,str8n
strait,streɪt,str8t
strand,strænd,str@nd
strange,streɪndʒ,str8nG
stranger,streɪndʒɚr,str8nG3r
strangers,streɪndʒɚrz,str8nG3rz
strangle,stræŋgəl,str@Ngel
strangled,stræŋgəld,str@Ngeld
strap,stræp,str@p
straw,strɔ,strc
strawberries,strɑbɛriz,strabEriz
strawberry,strɑbɛri,strabEri
stray,streɪ,str8
streak,strik,strik
stream,strim,strim
streamer,strimɚr,strim3r
street,strit,strit
streets,strits,strits
strength,strɛŋθ,strENT
stress,strɛs,strEs
stressed,strɛst,strEst
stretch,strɛtʃ,strEC
stretchy,strɛtʃi,strECi
strewn,strun,strun
strict,strɪkt,str1kt
stride,straɪd,str5d
strife,straɪf,str5f
strike,straɪk,str5k
strikeout,straɪkaʊt,str5kOt
string,strɪŋ,str1N
strings,strɪŋz,str1Nz
stringy,strɪŋi,str1Ni
strip,strɪp,str1p
stripe,straɪp,str5p
striped,straɪpt,str5pt
stripes,straɪps,str5ps
stripper,strɪpɚr,str1p3r
strive,straɪv,str5v
strobe,stroʊb,strob
strode,stroʊd,strod
stroke,stroʊk,strok
stroll,stroʊl,strol
strong,strɔŋ,strcN
stronger,strɔŋgɚr,strcNg3r
strongest,strɔŋgəst,strcNgest
strove,stroʊv,strov
struck,strʌk,str^k
struggling,strʌglɪŋ,str^gl1N
strum,strʌm,str^m
strung,strʌŋ,str^N
strut,strʌt,str^t
stub,stʌb,st^b
stubborn,stʌbɚrn,st^b3rn
stuck,stʌk,st^k
stud,stʌd,st^d
student,studənt,student
students,studənts,students
studio,studioʊ,studio
study,stʌdi,st^di
studying,stʌdiɪŋ,st^di1N
stuff,stʌf,st^f
stuffed,stʌft,st^ft
stuffy,stʌfi,st^fi
stumble,stʌmbəl,st^mbel
stump,stʌmp,st^mp
stung,stʌŋ,st^N
stunk,stʌŋk,st^Nk
stunt,stʌnt,st^nt
stupid,stupɪd,stup1d
stupidity,stupɪdɪti,stup1d1ti
sturdy,stɚrdi,st3rdi
sturgeon,stɚrdʒən,st3rGen
style,staɪl,st5l
suave,swɑv,swav
sub,sʌb,s^b
subject,sʌbdʒɛkt,s^bGEkt
subject,səbdʒɛkt,sebGEkt
submit,sʌbmɪt,s^bm1t
submitted,səbmɪtəd,sebm1ted
subpoena,səpinə,sepine
substitute,sʌbstɪtjut,s^bst1tjut
subtitles,sʌbtaɪtəlz,s^bt5telz
subtle,sʌtəl,s^tel
subtract,səbtrækt,sebtr@kt
subtraction,səbtrækʃən,sebtr@kSen
subway,sʌbweɪ,s^bw8
success,səksɛs,seksEs
successful,səksɛsfəl,seksEsfel
succinct,səksɪŋkt,seks1Nkt
succumb,səkʌm,sek^m
such,sʌtʃ,s^C
suck,sʌk,s^k
sucker,sʌkɚr,s^k3r
suckers,sʌkɚrz,s^k3rz
sucks,sʌks,s^ks
suction,sʌkʃən,s^kSen
sudden,sʌdən,s^den
suddenly,sʌdənli,s^denli
suds,sʌdz,s^dz
sue,su,su
sued,sud,sud
suede,sweɪd,sw8d
suffer,sʌfɚr,s^f3r
suffering,sʌfɚrɪŋ,s^f3r1N
suffering,sʌfrɪŋ,s^fr1N
sufficient,səfɪʃənt,sef1Sent
suffrage,sʌfrɪdʒ,s^fr1G
sugar,ʃʊgɚr,SUg3r
sugared,ʃʊgɚrd,SUg3rd
sugary,ʃʊgɚri,SUg3ri
suggest,sədʒɛst,seGEst
suggestions,sʌdʒɛstʃənz,s^GEsCenz
suggests,sədʒɛsts,seGEsts
suicide,suəsaɪd,sues5d
suicide,suɪsaɪd,su1s5d
suing,suɪŋ,su1N
suit,sut,sut
suitable,sutəbəl,sutebel
suitcase,sutkeɪs,sutk8s
suite,swit,swit
suits,suts,suts
sulk,sʌlk,s^lk
sulphur,sʌlfɚr,s^lf3r
sum,sʌm,s^m
summary,sʌmɚri,s^m3ri
summer,sʌmɚr,s^m3r
summertime,sʌmɚrtaɪm,s^m3rt5m
summit,sʌmɪt,s^m1t
summon,sʌmən,s^men
sun,sʌn,s^n
sunbeam,sʌnbim,s^nbim
sunburn,sʌnbɚrn,s^nb3rn
sundae,sʌndeɪ,s^nd8
sundaes,sʌndeɪz,s^nd8z
sunday,sʌndeɪ,s^nd8
sundown,sʌndaʊn,s^ndOn
sunflower,sʌnflaʊɚr,s^nflO3r
sung,sʌŋ,s^N
sunglass,sʌnglæs,s^ngl@s
sunglasses,sʌnglæsɪz,s^ngl@s1z
sunk,sʌŋk,s^Nk
sunlight,sʌnlaɪt,s^nl5t
sunny,sʌni,s^ni
sunrise,sʌnraɪz,s^nr5z
sunscreen,sʌnskrin,s^nskrin
sunset,sʌnsɛt,s^nsEt
sunshine,sʌnʃaɪn,s^nS5n
sunshiny,sʌnʃaɪni,s^nS5ni
suntan,sʌntæn,s^nt@n
sup,sʌp,s^p
super,supɚr,sup3r
superb,supɚrb,sup3rb
superhero,supɚrhɪroʊ,sup3rh1ro
supermarket,supɚrmɑrkɪt,sup3rmark1t
supervisor,supɚrvaɪzɚr,sup3rv5z3r
supper,sʌpɚr,s^p3r
suppertime,sʌpɚrtaɪm,s^p3rt5m
supply,səplaɪ,sepl5
support,səpɔrt,sepcrt
supporting,səpɔrtɪŋ,sepcrt1N
supportive,səpɔrtɪv,sepcrt1v
suppose,səpoʊz,sepoz
supposed,səpoʊzd,sepozd
supposedly,səpoʊzədli,sepozedli
sure,ʃʊr,SUr
surely,ʃʊrli,SUrli
surf,sɚrf,s3rf
surface,sɚrfəs,s3rfes
surfer,sɚrfɚr,s3rf3r
surge,sɚrdʒ,s3rG
surgeon,sɚrdʒən,s3rGen
surgery,sɚrdʒəri,s3rGeri
surprise,sɚrpraɪz,s3rpr5z
surprised,sɚrpraɪzd,s3rpr5zd
surprising,sɚrpraɪzɪŋ,s3rpr5z1N
surrender,sərɛndər,serEnder
surround,səraʊnd,serOnd
surroundings,səraʊndɪŋz,serOnd1Nz
surveillance,sɚrveɪləns,s3rv8lens
survey,sɚrveɪ,s3rv8
survive,sɚrvaɪv,s3rv5v
survivor,sɚrvaɪvɚr,s3rv5v3r
survivors,sɚrvaɪvɚrz,s3rv5v3rz
susan,suzən,suzen
sushi,suʃi,suSi
suspect,sʌspɛkt,s^spEkt
suspect,səspɛkt,sespEkt
suspend,səspɛnd,sespEnd
suspender,səspɛndɚr,sespEnd3r
suspicious,səspɪʃəs,sesp1Ses
svelte,svɛlt,svElt
swallow,swɑloʊ,swalo
swallow,swɔloʊ,swclo
swam,swæm,sw@m
swamp,swɑmp,swamp
swan,swɑn,swan
swank,swæŋk,sw@Nk
swap,swɑp,swap
swarm,swɔrm,swcrm
swat,swɑt,swat
swatch,swɑtʃ,swaC
swath,swɑθ,swaT
sway,sweɪ,sw8
swear,swɛr,swEr
sweat,swɛt,swEt
sweater,swɛtɚr,swEt3r
sweatpants,swɛtpænts,swEtp@nts
sweatshirt,swɛtʃɚrt,swEtS3rt
sweaty,swɛti,swEti
sweep,swip,swip
sweet,swit,swit
sweeten,switən,switen
sweetest,switəst,switest
sweetheart,swithɑrt,swithart
sweetie,switi,switi
sweetness,switnəs,switnes
swell,swɛl,swEl
swept,swɛpt,swEpt
swerve,swɚrv,sw3rv
swift,swɪft,sw1ft
swig,swɪg,sw1g
swim,swɪm,sw1m
swimmer,swɪmɚr,sw1m3r
swimming,swɪmɪŋ,sw1m1N
swimsuit,swɪmsut,sw1msut
swimwear,swɪmwɛr,sw1mwEr
swine,swaɪn,sw5n
swing,swɪŋ,sw1N
swinging,swɪŋɪŋ,sw1N1N
swipe,swaɪp,sw5p
swirl,swɚrl,sw3rl
swiss,swɪs,sw1s
switch,swɪtʃ,sw1C
switzerland,swɪtsɚrlənd,sw1ts3rlend
swoon,swun,swun
swoop,swup,swup
swoosh,swuʃ,swuS
sword,sɔrd,scrd
swore,swɔr,swcr
sworn,swɔrn,swcrn
swum,swʌm,sw^m
swung,swʌŋ,sw^N
sydney,sɪdni,s1dni
syllable,sɪləbəl,s1lebel
symbol,sɪmbəl,s1mbel
symbols,sɪmbəlz,s1mbelz
symphony,sɪmfəni,s1mfeni
synagogue,sɪnəgɑg,s1negag
sync,sɪŋk,s1Nk
syncopate,sɪŋkəpeɪt,s1Nkep8t
syndrome,sɪndroʊm,s1ndrom
syringe,sɚrɪndʒ,s3r1nG
syrup,sɚrəp,s3rep
syrupy,sɚrəpi,s3repi
syrupy,sɪrəpi,s1repi
system,sɪstəm,s1stem
systems,sɪstəmz,s1stemz
tab,tæb,t@b
table,teɪbəl,t8bel
tablecloth,teɪbəlklɔθ,t8belklcT
tablespoon,teɪbəlspun,t8belspun
tablet,tæblət,t@blet
tabletop,teɪbəltɑp,t8beltap
tack,tæk,t@k
taco,tɑkoʊ,tako
tact,tækt,t@kt
tactical,tæktɪkəl,t@kt1kel
tactics,tæktɪks,t@kt1ks
tad,tæd,t@d
tadpole,tædpoʊl,t@dpol
taffy,tæfi,t@fi
tag,tæg,t@g
tail,teɪl,t8l
tails,teɪlz,t8lz
taint,teɪnt,t8nt
take,teɪk,t8k
taken,teɪkən,t8ken
takes,teɪks,t8ks
taking,teɪkɪŋ,t8k1N
tale,teɪl,t8l
talent,tælənt,t@lent
talents,tælənts,t@lents
talk,tɔk,tck
talked,tɔkt,tckt
talker,tɔkɚr,tck3r
talking,tɔkɪŋ,tck1N
talks,tɔks,tcks
tall,tɔl,tcl
taller,tɔlɚr,tcl3r
tallness,tɔlnəs,tclnes
talon,tælən,t@len
tambourine,tæmbɚrin,t@mb3rin
tame,teɪm,t8m
tammy,tæmi,t@mi
tamp,tæmp,t@mp
tan,tæn,t@n
tang,tæŋ,t@N
tangent,tændʒənt,t@nGent
tangerine,tændʒɚrin,t@nG3rin
tangle,tæŋgəl,t@Ngel
tango,tæŋgoʊ,t@Ngo
tank,tæŋk,t@Nk
tantrum,tæntrəm,t@ntrem
tap,tæp,t@p
tape,teɪp,t8p
taps,tæps,t@ps
tar,tɑr,tar
tara,tɛrə,tEre
tara,tɑrə,tare
tarantula,təræntʃələ,ter@nCele
tardy,tɑrdi,tardi
target,tɑrgət,target
target,tərgət,terget
tariff,tɛrəf,tEref
tart,tɑrt,tart
task,tæsk,t@sk
taste,teɪst,t8st
tasted,teɪstɪd,t8st1d
tasted,teɪstəd,t8sted
taster,teɪstɚr,t8st3r
tasty,teɪsti,t8sti
tattle,tætəl,t@tel
tattler,tætlɚr,t@tl3r
tattoo,tætu,t@tu
taught,tɔt,tct
taunt,tɔnt,tcnt
taut,tɔt,tct
tavern,tævɚrn,t@v3rn
tax,tæks,t@ks
taxi,tæksi,t@ksi
tea,ti,ti
teach,titʃ,tiC
teacher,titʃɚr,tiC3r
teaches,titʃəz,tiCez
teaches,titʃɪz,tiC1z
teaching,titʃɪŋ,tiC1N
teacup,tikʌp,tik^p
teak,tik,tik
team,tim,tim
teammate,timeɪt,tim8t
teams,timz,timz
teapot,tipɑt,tipat
tear,tɪr,t1r
tear,tɛr,tEr
teardrop,tɪrdrɔp,t1rdrcp
tearful,tɪrfəl,t1rfel
tearing,tɪrɪŋ,t1r1N
tearing,tɛrɪŋ,tEr1N
tears,tɪrz,t1rz
tears,tɛrz,tErz
teary,tɪri,t1ri
tease,tiz,tiz
teaspoon,tispun,tispun
teatime,titaɪm,tit5m
tech,tɛk,tEk
technically,tɛknɪkəli,tEkn1keli
technique,tɛknik,tEknik
technology,tɛknɑlədʒi,tEknaleGi
ted,tɛd,tEd
teddy,tɛdi,tEdi
tee,ti,ti
teen,tin,tin
teenage,tineɪdʒ,tin8G
teenaged,tineɪdʒd,tin8Gd
teenager,tineɪdʒɚr,tin8G3r
teens,tinz,tinz
teensy,tinsi,tinsi
teeny,tini,tini
teepee,tipi,tipi
teeter,titɚr,tit3r
teeth,tiθ,tiT
teethe,tið,tiD
telephone,tɛləfoʊn,tElefon
telescope,tɛləskoʊp,tEleskop
television,tɛləvɪʒən,tElev1Zen
tell,tɛl,tEl
telling,tɛlɪŋ,tEl1N
tells,tɛlz,tElz
temper,tɛmpɚr,tEmp3r
temperature,tɛmpɚrətʃər,tEmp3reCer
temperature,tɛmprətʃər,tEmpreCer
tempest,tɛmpəst,tEmpest
temple,tɛmpəl,tEmpel
temporarily,tɛmpɚrɛrəli,tEmp3rEreli
tempt,tɛmpt,tEmpt
temptation,tɛmpteɪʃən,tEmpt8Sen
ten,tɛn,tEn
tend,tɛnd,tEnd
tendency,tɛndənsi,tEndensi
tender,tɛndɚr,tEnd3r
tennis,tɛnɪs,tEn1s
tense,tɛns,tEns
tent,tɛnt,tEnt
tentacle,tɛntəkəl,tEntekel
tenth,tɛnθ,tEnT
tenure,tɛnjɚr,tEnj3r
tepee,tipi,tipi
tequila,təkilə,tekile
term,tɚrm,t3rm
termite,tɚrmaɪt,t3rm5t
terms,tɚrmz,t3rmz
terrible,tɛrəbəl,tErebel
terribly,tɛrəbli,tErebli
terrific,tərɪfɪk,ter1f1k
terrify,tɛrəfaɪ,tEref5
territory,tɛrɪtɔri,tEr1tcri
terror,tɛrɚr,tEr3r
terry,tɛri,tEri
terse,tɚrs,t3rs
tertiary,tɚrʃiɛri,t3rSiEri
test,tɛst,tEst
